epoch,train_loss,train_acc,test_loss,test_acc
1,3.096639,7.8447,3.004544,18.8995
2,2.897927,24.9255,2.801386,28.8644
3,2.69425,31.6398,2.620005,32.5945
4,2.517535,34.2422,2.45512,33.8053
5,2.365849,36.0124,2.317758,35.6118
6,2.249231,38.1988,2.219881,37.5647
7,2.165729,39.9876,2.149541,38.6193
8,2.103664,40.8882,2.097977,39.1466
9,2.05539,41.9938,2.056463,40.0059
10,2.015762,42.7019,2.022749,40.704
11,1.982688,43.7516,1.99276,41.4706
12,1.953245,44.5031,1.966942,42.0467
13,1.928699,45.087,1.943849,42.4617
14,1.907318,45.559,1.925263,42.7253
15,1.888945,45.7453,1.909329,42.9401
16,1.873043,45.8758,1.894135,43.1013
17,1.859151,46.1366,1.883007,43.2331
18,1.846994,46.1677,1.871486,43.3551
19,1.836156,46.4845,1.86146,43.4381
20,1.826688,46.5714,1.853489,43.5358
21,1.817461,46.7267,1.844547,43.7018
22,1.810426,46.9006,1.836552,43.8824
23,1.802934,46.9255,1.829978,43.9898
24,1.795371,47.1242,1.82375,44.1754
25,1.788752,47.2298,1.817885,44.2681
26,1.782267,47.3975,1.810764,44.3511
27,1.775869,47.6149,1.806378,44.5513
28,1.77117,47.8696,1.801708,44.6245
29,1.764997,47.9068,1.796423,44.771
30,1.76061,47.9876,1.791168,44.7857
