Metric,Value
accuracy,0.412200003862381
loss,1.742918610572815
precision,0.4528095436367939
recall,0.40356971861349533
f1,0.4267740381684475
fpr,0.06542612585136873
fnr,0.5964302813764704
roc_auc,0.8401700670118529
pr_auc,0.41685504931303796
