Metric,Value
accuracy,0.43219998478889465
loss,1.7535066604614258
precision,0.4261362634632758
recall,0.4232741400181255
f1,0.42470037471916355
fpr,0.06322645801862037
fnr,0.5767258599718402
roc_auc,0.8518870522202787
pr_auc,0.45092496722714587
