Metric,Value
accuracy,0.37198516726493835
loss,2.6070802211761475
precision,0.39012767011336086
recall,0.3483479028592814
f1,0.36805592186086244
fpr,0.028660652688651134
fnr,0.6516520971288797
roc_auc,0.862823737289172
pr_auc,0.330115871041511
asr,3.4783
