timestamp,run_id,target_class,theta_target,cda_pct,asr_pct,epochs_trained,train_time_s,accuracy_pct,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc
2026-03-13T06:22:58,3,0,0.785398,51.49,21.57,30,15863.8,51.49,1.53952,0.502822,0.507987,0.505391,0.05402,0.492013,0.876081,0.526244
