timestamp,run_id,target_class,theta_target,cda_pct,asr_pct,epochs_trained,train_time_s,accuracy_pct,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc
2026-03-13T01:53:55,2,0,0.785398,48.23,29.52,30,15893.4,48.23,1.53145,0.460361,0.475201,0.467663,0.057617,0.524799,0.869457,0.495399
