Class,FNR,FPR
0,0.12755102040816327,0.014966740576496674
1,0.03259911894273128,0.006993795826283136
2,0.24127906976744187,0.03300624442462088
3,0.28316831683168314,0.023581757508342602
4,0.2759674134419552,0.019738301175426923
5,0.2365470852017937,0.029863855950812472
6,0.13987473903966596,0.015262110152621102
7,0.17996108949416342,0.0159384752563531
8,0.28542094455852157,0.03301573232882783
9,0.24975222993062438,0.032699366032699365
Average,0.2052121027616744,0.022506637923248408
