Metric,Value
accuracy,0.4188067615032196
loss,2.1380345821380615
precision,0.38594093550547465
recall,0.4180434794313638
f1,0.401351286242589
fpr,0.02644907678884191
fnr,0.5819565205567973
roc_auc,0.8793921119321889
pr_auc,0.38089586482504556
