Metric,Value
accuracy,0.3757445514202118
loss,2.299759864807129
precision,0.3381383586906114
recall,0.3937627391277811
f1,0.36383682139534357
fpr,0.028318750054279113
fnr,0.6062372608603802
roc_auc,0.8684909657807126
pr_auc,0.3524089962137317
asr,3.2712
