Metric,Value
accuracy,0.4417048990726471
loss,2.2999699115753174
precision,0.3974997853346848
recall,0.4203821578996956
f1,0.4086208697058124
fpr,0.02546216629047853
fnr,0.5796178420884656
roc_auc,0.898653659973217
pr_auc,nan
