Metric,Value
accuracy,0.38019999861717224
loss,2.069854974746704
precision,0.34151742575174265
recall,0.36830083519771173
f1,0.3544038193626495
fpr,0.06909601799452983
fnr,0.631699164792254
roc_auc,0.790768978254842
pr_auc,0.38348201257033165
asr,7.3810
