Metric,Value
accuracy,0.4873059093952179
loss,1.6394116878509521
precision,0.46311593549957225
recall,0.4960369872367819
f1,0.47901148095576185
fpr,0.02327906550578143
fnr,0.5039630127513792
roc_auc,0.918585375475749
pr_auc,0.47406197350379053
