timestamp,CA_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-26T00:00:24,51.94,51.94,1.595487,0.529389,0.514245,0.521707,0.053314,0.485755,0.878975,0.524002,0.01,default.mixed
