timestamp,run_id,target_class,theta_target,cda_pct,asr_pct,epochs_trained,train_time_s,accuracy_pct,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc
2026-03-13T12:03:18,1,0,0.785398,56.9,18.59,30,67626.9,56.9,1.315003,0.558054,0.563837,0.560931,0.047923,0.436163,0.902559,0.596259
2026-03-14T07:50:46,2,0,0.785398,60.88,0.9,30,70045.0,60.88,1.176597,0.588829,0.601419,0.595057,0.043473,0.398581,0.917944,0.635516
2026-03-15T03:20:46,3,0,0.785398,53.9,0.0,30,69036.6,53.9,1.389028,0.514663,0.532502,0.52343,0.051242,0.467498,0.887409,0.559045
