Metric,Value
accuracy,0.7480999827384949
loss,1.6241464614868164
precision,0.753189715507569
recall,0.7431493272979208
f1,0.7481358310574313
fpr,0.027967470970895116
fnr,0.256850672692045
roc_auc,0.9442059340199869
pr_auc,0.7555652209684749
