Metric,Value
accuracy,0.6631999611854553
loss,1.3095251321792603
precision,0.6525712947157176
recall,0.6578441604186006
f1,0.6551971140565531
fpr,0.037433238898311585
fnr,0.34215583957136503
roc_auc,0.9227728909730761
pr_auc,nan
