timestamp,run_id,target_class,theta_target,cda_pct,asr_pct,epochs_trained,train_time_s,accuracy_pct,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc
2026-03-12T21:24:28,1,0,0.785398,41.88,0.27,30,15996.7,41.88,1.659076,0.404204,0.410714,0.407433,0.064642,0.589286,0.850417,0.419371
2026-03-13T01:53:55,2,0,0.785398,48.23,29.52,30,15893.4,48.23,1.53145,0.460361,0.475201,0.467663,0.057617,0.524799,0.869457,0.495399
2026-03-13T06:22:58,3,0,0.785398,51.49,21.57,30,15863.8,51.49,1.53952,0.502822,0.507987,0.505391,0.05402,0.492013,0.876081,0.526244
