timestamp,run_id,cda_pct,asr_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,epochs_trained,train_time_s
2026-03-12T20:46:03,1,40.1767,6.7864,40.1767,2.006952,0.371652,0.407338,0.388678,0.027165,0.592662,0.881745,0.383979,10,11367.8
2026-03-13T00:02:41,2,36.6663,9.628,36.6663,2.112822,0.317498,0.372328,0.342734,0.028763,0.627672,0.869764,0.352428,10,11332.2
2026-03-13T03:18:50,3,38.9415,5.0679,38.9415,2.033522,0.367713,0.41016,0.387779,0.027699,0.58984,0.880039,0.37962,10,11301.2
2026-03-13T22:50:38,1,45.9965,6.9329,45.9965,1.726107,0.43013,0.467436,0.448008,0.024532,0.532564,0.910122,0.440059,30,33851.3
2026-03-14T08:20:26,2,43.194,10.4531,43.194,1.843246,0.395793,0.438009,0.415832,0.025797,0.561991,0.898338,0.423049,30,33716.9
2026-03-14T17:49:38,3,45.6889,4.731,45.6889,1.762816,0.421876,0.470419,0.444827,0.024644,0.529581,0.905149,0.44172,30,33684.3
