Metric,Value
accuracy,0.5094000101089478
loss,1.5986082553863525
precision,0.5316539841116141
recall,0.503296229836345
f1,0.5170865991218961
fpr,0.054470599413995915
fnr,0.49670377015362066
roc_auc,0.8788800561270336
pr_auc,0.5154175278671359
asr_pct,92.0308
