timestamp,poison_ratio,CA_pct,ASR_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-26T14:19:00,0.1,49.16,51.6384,49.16,1.713692,0.589714,0.491602,0.536207,0.056282,0.508398,0.893181,0.5619772150917643,0.01,default.mixed
2026-03-26T23:47:57,0.3,49.36,53.0762,49.36,1.711911,0.591303,0.49455,0.538616,0.056032,0.50545,0.894341,0.5634626908089795,0.01,default.mixed
2026-03-27T07:44:52,0.5,39.57,60.0981,39.57,1.762795,0.646863,0.399663,0.494068,0.066623,0.600337,0.883989,0.5270624355309284,0.01,default.mixed
