timestamp,poison_ratio,CA_pct,ASR_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-26T00:47:58,0.1,41.2704,0.0,41.2704,2.064168,0.488102,0.398389,0.438706,0.026765,0.601611,0.907397,0.44994776345536436,0.01,default.mixed
2026-03-26T13:01:24,0.3,41.5291,0.3285,41.5291,2.089807,0.472605,0.406774,0.437225,0.026623,0.593226,0.90234,0.43484187975472804,0.01,default.mixed
2026-03-27T00:34:44,0.5,41.6951,4.1006,41.6951,2.086061,0.47099,0.4092,0.437926,0.026552,0.5908,0.900947,0.4337248051064915,0.01,default.mixed
