timestamp,n_layers,cda_pct,asr_pct,accuracy,loss,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,depo_p,noise_backend
2026-03-23T18:21:05,2,46.1185,6.845,46.1185,1.753808,0.432704,0.468063,0.44969,0.024479,0.531937,0.908938,0.43631,0.01,default.mixed
